Company,Address,Website,Business Type,Industry,Offer,Products,Email Address,Phone Number,Types of Workers Needed,Ratings of workers,Date Accessed,
"SHORTS ROAD PTY LTD	607636224	APTY	LMSH	PROP	SOFF	13/08/2015				Y	0		",,,,,,,,,,,,
"REWCV PTY LTD                                                                                       	616723454	APTY	LMSH	PROP	REGD	09/01/2017				Y	0		",,,,,,,,,,,,
"EVERY CLOUD PRODUCTIONS PTY LTD                                                                     	138023622	APTY	LMSH	PROP	REGD	01/07/2009				Y	69138023622		",,,,,,,,,,,,
"J WOOD INVESTMENTS PTY LTD	117031731	APTY	LMSH	PROP	REGD	08/11/2005				Y	0		",,,,,,,,,,,,
"LINARA FINANCE PTY LTD                                                                              	617405115	APTY	LMSH	PROP	REGD	15/02/2017				Y	66617405115		",,,,,,,,,,,,
"JK SWAN PTY LTD                                                                                     	624134649	APTY	LMSH	PSTC	REGD	31/01/2018				Y	0		",,,,,,,,,,,,
"TERRITORY BUTCHERS PTY. LTD.                                                                        	624955595	APTY	LMSH	PROP	REGD	13/03/2018				Y	53624955595		",,,,,,,,,,,,
"LAGO INVESTMENT GROUP PTY LTD                                                                       	636336886	APTY	LMSH	PROP	REGD	20/09/2019				Y	50636336886		",,,,,,,,,,,,
"KISS PRINT SOLUTIONS PTY LTD                                                                        	155632714	APTY	LMSH	PROP	REGD	10/02/2012				Y	81155632714		",,,,,,,,,,,,
"DAYLIGHT COFFEE PTY LTD                                                                             	648935782	APTY	LMSH	PROP	REGD	23/03/2021				Y	81648935782		",,,,,,,,,,,,
"ACOM AUSTRALASIA PTY LTD                                                                            	089004204	APTY	LMSH	PROP	REGD	09/08/1999				Y	16089004204		",,,,,,,,,,,,
"MN FUND PTY LTD                                                                                     	644577006	APTY	LMSH	PROP	REGD	23/09/2020				Y	0		",,,,,,,,,,,,
"VIRTUOUS FINANCIAL PLANNING PTY LTD                                                                 	638779021	APTY	LMSH	PROP	REGD	30/01/2020				Y	56638779021		",,,,,,,,,,,,
"MATHEWSON INVESTMENTS (SMSF) PTY LTD                                                                	634120915	APTY	LMSH	PSTC	REGD	14/06/2019				Y	0		",,,,,,,,,,,,
"GOLDFIELDS PRINTING CO. PTY LTD                                                                     	062229332	APTY	LMSH	PROP	REGD	26/10/1993				Y	31062229332		",,,,,,,,,,,,
"FLOWRIGHT PLUMBING PTY LTD                                                                          	143436524	APTY	LMSH	PROP	REGD	03/05/2010				Y	79143436524		",,,,,,,,,,,,
"DXT PTY LIMITED                                                                                     	159257931	APTY	LMSH	PROP	REGD	28/06/2012				Y	84159257931		",,,,,,,,,,,,
"HOLI LIFE PTY LTD                                                                                   	614415084	APTY	LMSH	PROP	REGD	24/08/2016				Y	80614415084		",,,,,,,,,,,,
"LIIU MIN PTY LTD                                                                                    	615295406	APTY	LMSH	PROP	REGD	12/10/2016				Y	41615295406		",,,,,,,,,,,,
"HERSCHCO INVESTMENTS (NO. 4) PTY LIMITED                                                            	169678031	APTY	LMSH	PROP	REGD	21/05/2014				Y	0		",,,,,,,,,,,,
"CONNECT PROGRESS PTY LTD                                                                            	161716927	APTY	LMSH	PROP	REGD	19/12/2012				Y	50161716927		",,,,,,,,,,,,
"RMB 113 PTY LTD                                                                                     	147961886	APTY	LMSH	PROP	REGD	21/12/2010				Y	0		",,,,,,,,,,,,
"ALLPOINT SECURITY PTY. LTD.                                                                         	104398629	APTY	LMSH	PROP	REGD	11/04/2003				Y	77104398629		",,,,,,,,,,,,
"ALMAYA PTY LTD                                                                                      	612856489	APTY	LMSH	PROP	REGD	07/06/2016				Y	0		",,,,,,,,,,,,
"MAINMARK CIVIL & MINING SERVICES PTY LIMITED                                                        	165195595	APTY	LMSH	PROP	REGD	07/08/2013				Y	69165195595		",,,,,,,,,,,,
"PDC TECH PTY LTD                                                                                    	163957364	APTY	LMSH	PROP	REGD	27/05/2013				Y	40163957364		",,,,,,,,,,,,
"DAISY TRADING PTY LTD                                                                               	638146344	APTY	LMSH	PROP	REGD	19/12/2019				Y	46638146344		",,,,,,,,,,,,
"KEILOR GARDENING AUSTRALIA PTY LTD                                                                  	633574320	APTY	LMSH	PROP	REGD	20/05/2019				Y	59633574320		",,,,,,,,,,,,
"AWO & SAO FAMILY PTY LTD                                                                            	645108783	APTY	LMSH	PROP	REGD	14/10/2020				Y	0		",,,,,,,,,,,,
"CALVEBEN PTY LTD	609311597	APTY	LMSH	PSTC	REGD	16/11/2015				Y	0		",,,,,,,,,,,,
"GLOMIK PTY LTD	089832968	APTY	LMSH	PROP	SOFF	05/10/1999			Y	Y	0		",,,,,,,,,,,,
"EQUIPSUPER CLOVER HOLDINGS PTY LTD                                                                  	616470949	APTY	LMSH	PROP	REGD	15/12/2016				Y	81616470949		",,,,,,,,,,,,
"CHILDREN'S DENTAL CENTRE PTY LTD                                                                    	632564722	APTY	LMSH	PROP	REGD	28/03/2019				Y	68632564722		",,,,,,,,,,,,
"ACOUSTIC INVESTMENTS PTY. LIMITED                                                                   	105420488	APTY	LMSH	PROP	REGD	04/07/2003				Y	11105420488		",,,,,,,,,,,,
"DORSLAND CONSULTING SERVICES PTY LTD                                                                	614835031	APTY	LMSH	PROP	REGD	15/09/2016				Y	75614835031		",,,,,,,,,,,,
"SALUCA HOLDINGS PTY LTD                                                                             	644923482	APTY	LMSH	PROP	REGD	07/10/2020				Y	0		",,,,,,,,,,,,
"SMARTLINE CONSTRUCTION SOLUTIONS PTY LTD                                                            	635073791	APTY	LMSH	PROP	REGD	24/07/2019				Y	83635073791		",,,,,,,,,,,,
"SIKE PTY LTD                                                                                        	107420164	APTY	LMSH	PROP	REGD	17/12/2003				Y	0		",,,,,,,,,,,,
"SOLAR HYDRONIC SOLUTIONS PTY LTD                                                                    	600729502	APTY	LMSH	PROP	REGD	15/07/2014				Y	33600729502		",,,,,,,,,,,,
"HAWKER HEALTH PTY LTD                                                                               	654782877	APTY	LMSH	PROP	REGD	25/10/2021				Y	0		",,,,,,,,,,,,
"SPACELOGIC PROPERTIES PTY LTD                                                                       	630878152	APTY	LMSH	PROP	REGD	08/01/2019				Y	0		",,,,,,,,,,,,
"SAGLEO NO.2 PTY LTD                                                                                 	082723082	APTY	LMSH	PROP	REGD	22/05/1998				Y	14082723082		",,,,,,,,,,,,
"UPSIDE POTENTIAL PTY LTD                                                                            	120456073	APTY	LMSH	PROP	REGD	29/06/2006				Y	97120456073		",,,,,,,,,,,,
"INNOVATION CUBED PTY LTD                                                                            	614861513	APTY	LMSH	PROP	REGD	16/09/2016				Y	0		",,,,,,,,,,,,
"SIAM WAGERING PTY LTD	161524689	APTY	LMSH	PROP	REGD	05/12/2012				Y	77161524689		",,,,,,,,,,,,
"BOUFARHAT CORP PTY LTD                                                                              	617080127	APTY	LMSH	PROP	REGD	30/01/2017				Y	24617080127		",,,,,,,,,,,,
"AM&P TRANSPORT PTY LTD                                                                              	652034789	APTY	LMSH	PROP	REGD	16/07/2021				Y	0		",,,,,,,,,,,,
"SPEED AUTO AUSTRALIA PTY LTD                                                                        	642878608	APTY	LMSH	PROP	REGD	23/07/2020				Y	86642878608		",,,,,,,,,,,,
"THE GRUMPY TRIBE PTY LTD                                                                            	629014553	APTY	LMSH	PROP	REGD	25/09/2018				Y	84629014553		",,,,,,,,,,,,
"MURPHY GROUP CONTRACTING PTY LTD.	122940443	APTY	LMSH	PROP	REGD	30/11/2006				Y	29122940443		",,,,,,,,,,,,
"M & C ABBERLEY PTY LTD                                                                              	610162500	APTY	LMSH	PSTC	REGD	13/01/2016				Y	0		",,,,,,,,,,,,
"FARRUGIA & ASSOCIATES PTY LIMITED                                                                   	135691226	APTY	LMSH	PROP	REGD	04/03/2009				Y	58135691226		",,,,,,,,,,,,
"SALT AND PEPPER CO. PTY LTD                                                                         	636875486	APTY	LMSH	PROP	REGD	17/10/2019				Y	34636875486		",,,,,,,,,,,,
"TAF ENTERPRISES PTY LTD                                                                             	113325509	APTY	LMSH	PROP	REGD	10/03/2005				Y	0		",,,,,,,,,,,,
"RACHETUP PROPERTY PTY LTD                                                                           	639478621	APTY	LMSH	PROP	REGD	02/03/2020				Y	0		",,,,,,,,,,,,
"MILLSY HOLDINGS PTY LTD                                                                             	151044852	APTY	LMSH	PROP	REGD	23/05/2011				Y	81151044852		",,,,,,,,,,,,
"A.C.N. 649 618 271 PTY LTD                                                                          	649618271	APTY	LMSH	PROP	REGD	21/04/2021				Y	17649618271		",,,,,,,,,,,,
"SANSTU INVESTMENTS PTY LIMITED                                                                      	159147761	APTY	LMSH	PSTC	REGD	22/06/2012				Y	0		",,,,,,,,,,,,
"PINEVIEW ASSET MANAGEMENT PTY LTD	602714198	APTY	LMSH	PSTC	REGD	06/11/2014				Y	0		",,,,,,,,,,,,
"ZJ EAGLEVIEW PTY LTD                                                                                	638098129	APTY	LMSH	PROP	REGD	17/12/2019				Y	32638098129		",,,,,,,,,,,,
"TULSA NOMINEES PTY LTD                                                                              	604613363	APTY	LMSH	PROP	REGD	06/03/2015				Y	0		",,,,,,,,,,,,
"S & L HATELEY PTY LTD                                                                               	619298681	APTY	LMSH	PROP	REGD	24/05/2017				Y	0		",,,,,,,,,,,,
"MITCHAM WHITELAW SERVICES PTY. LTD.                                                                 	115066227	APTY	LMSH	PROP	REGD	30/06/2005				Y	0		",,,,,,,,,,,,
"MRMA PTY LTD                                                                                        	101174645	APTY	LMSH	PROP	REGD	28/06/2002				Y	0		",,,,,,,,,,,,
"KCKR SECURITIES PTY LTD                                                                             	152563794	APTY	LMSH	PROP	REGD	09/08/2011				Y	0		",,,,,,,,,,,,
"INNOVATIONAL ELECTRICAL SOLUTIONS PTY LTD                                                           	649990116	APTY	LMSH	PROP	REGD	06/05/2021				Y	28649990116		",,,,,,,,,,,,
"BONSHAW INVESTMENTS PTY LTD	161012273	APTY	LMSH	PSTC	REGD	30/10/2012				Y	0		",,,,,,,,,,,,
"DIPPIRI BARRA AND SPORTFISHING ARNHEMLAND PTY LTD	116935598	APTY	LMSH	PROP	REGD	01/11/2005				Y	24116935598		",,,,,,,,,,,,
"PACIFIC UNION PTY. LTD.                                                                             	063349842	APTY	LMSH	PROP	REGD	01/02/1994				Y	79063349842		",,,,,,,,,,,,
"T.B.M. (AUST) PTY LIMITED                                                                           	149471278	APTY	LMSH	PROP	REGD	22/02/2011				Y	31149471278		",,,,,,,,,,,,
"MCKG HOLDINGS NOMINEES1 PTY. LTD.                                                                   	618733092	APTY	LMSH	PROP	REGD	26/04/2017				Y	0		",,,,,,,,,,,,
"HENGJI TIANDI PTY. LTD.                                                                             	650489240	APTY	LMSH	PROP	REGD	25/05/2021				Y	0		",,,,,,,,,,,,
"YUNKER ZAFER JUNG PTY LTD                                                                           	151293720	APTY	LMSH	PROP	REGD	03/06/2011				Y	36151293720		",,,,,,,,,,,,
"HIGHLANDS INVESTMENT COMPANY PTY LTD                                                                	635771452	APTY	LMSH	PROP	REGD	26/08/2019				Y	0		",,,,,,,,,,,,
"BILL BASSE HAULAGE PTY LTD                                                                          	644779206	APTY	LMSH	PROP	REGD	01/10/2020				Y	77644779206		",,,,,,,,,,,,
"MICHAEL J MONTAGUE PTY. LTD.                                                                        	078534077	APTY	LMSH	PSTC	REGD	14/05/1997				Y	71078534077		",,,,,,,,,,,,
"VG AND GG PTY LTD	645511324	APTY	LMSH	PSTC	REGD	29/10/2020				Y	0		",,,,,,,,,,,,
"ASMI PEOPLE PTY LTD                                                                                 	635472963	APTY	LMSH	PROP	REGD	12/08/2019				Y	43635472963		",,,,,,,,,,,,
"BEEPOHK PTY LTD                                                                                     	167320390	APTY	LMSH	PROP	REGD	19/12/2013				Y	0		",,,,,,,,,,,,
"INDIAN OCEAN HOTEL (WA) PTY LTD                                                                     	613028210	APTY	LMSH	PROP	REGD	15/06/2016				Y	60613028210		",,,,,,,,,,,,
"T&C ACTON PROPERTIES PTY LTD                                                                        	613933770	APTY	LMSH	PROP	REGD	28/07/2016				Y	0		",,,,,,,,,,,,
"HELICOPTER ADVENTURES (WA) PTY LTD	655730019	APTY	LMSH	PROP	REGD	30/11/2021				Y	0		",,,,,,,,,,,,
"ROSEBAN PTY. LIMITED                                                                                	060009350	APTY	LMSH	PSTC	REGD	28/05/1993				Y	0		",,,,,,,,,,,,
"RAVINDRAN PTY LTD                                                                                   	612488623	APTY	LMSH	PSTC	REGD	18/05/2016				Y	0		",,,,,,,,,,,,
"STARPLEX INTERNATIONAL PTY LTD	161564834	APTY	LMSH	PROP	REGD	07/12/2012				Y	94161564834		",,,,,,,,,,,,
"90 DEGREES CREATIVE PTY LTD                                                                         	611872327	APTY	LMSH	PROP	REGD	14/04/2016				Y	0		",,,,,,,,,,,,
"WISH MANAGEMENT (AUSTRALIA) PTY LTD                                                                 	148942009	APTY	LMSH	PROP	REGD	24/01/2011				Y	0		",,,,,,,,,,,,
"MACQUARIE CAPITAL PTY LTD                                                                           	112734166	APTY	LMSH	PROP	REGD	01/02/2005				Y	0		",,,,,,,,,,,,
